Area (sq. ft.),Labor Cost (₹),Material Type,Pipes (₹),Lights (₹),Fans (₹),Steel (₹),Bricks (₹),Total Cost (₹)
505,133348,1,16336,10300,9875,123090,52813,1087938
2766,58459,1,14109,9669,4283,78468,98172,5699972
4487,127009,1,15820,14832,4947,198077,81705,6688671
4292,73882,0,16435,5173,3605,161480,74874,6943114
1012,94755,0,9008,14973,9575,82096,91698,1937985
3760,37846,1,12587,7868,4336,190511,72050,5141265
1474,68153,1,15975,4936,5936,130325,84787,2350992
3316,130402,0,12581,8782,9385,64653,67516,5275363
1476,81308,1,9656,10078,5778,178348,27796,2288757
3233,35454,1,18932,6829,8647,90701,56535,3970882
1120,120245,1,6002,7826,7959,123424,63477,2485912
4341,148438,1,18174,12651,6979,178753,36860,6252490
1093,126236,0,18981,3726,7587,67277,97735,1869214
1919,64895,1,18550,5165,7406,82082,49401,3296511
2442,59678,0,15619,2483,4934,74402,74190,4730496
1122,130689,0,9552,8914,5706,166721,75924,1676945
4348,127890,1,6539,8963,9289,137714,52446,7512488
4419,141023,1,18515,6139,3729,149597,39285,6428700
817,144328,1,13275,3339,4994,117136,49605,1960095
3082,84752,1,6936,8201,3989,80064,47272,5451004
2024,86183,0,8285,2606,8019,88960,93315,2605235
1392,37762,1,8462,7261,4975,137891,25809,2127496
1127,50581,1,7406,12629,9294,122213,25615,1495490
4753,34426,0,10492,8930,3462,128754,39295,8640837
3521,124583,1,6597,11661,8999,126522,48797,5401589
1954,146966,1,13249,14022,3010,64756,31068,2422179
3271,97010,0,11827,10626,9570,176393,24633,3645074
1052,43051,1,10945,6218,9996,145272,61077,2433794
4090,35989,0,17724,5061,5348,147186,64495,7851858
3005,135792,1,18301,3817,7134,174119,27397,4476559
2585,91863,0,7921,6721,3590,136259,38672,4205401
1175,39240,0,16003,2951,4488,114613,45068,2074052
2093,94056,1,11983,4806,8080,98910,56730,3546067
4897,79567,0,15888,11067,6223,109461,79607,6707089
3182,125331,1,14965,11700,8114,116087,47611,4848607
4278,68275,1,19853,6780,3940,65368,87526,5404781
3764,146854,1,16026,5294,6363,87008,68217,4318782
2437,35782,1,11229,8865,4888,100838,37728,3113390
1115,76671,1,12022,14296,7971,78751,30092,1449363
4727,114298,1,16411,13609,9659,155272,38024,7221385
2131,55237,1,14791,4945,7800,52645,57713,3832493
1444,42646,1,18267,6217,3613,119804,68119,2063938
3976,102829,0,16738,14767,9839,111628,73973,6428623
970,79440,1,11810,9532,8002,85595,69710,1649308
2455,130904,0,16398,9493,7692,172885,66940,3153895
2896,113645,0,18847,4887,8784,119507,60724,3591890
4406,44332,0,12546,11324,6833,87477,75273,7367200
2590,134357,0,17551,4883,9705,180512,89000,3330871
3323,61159,1,11466,6638,7443,162375,58876,5569440
3029,87918,1,9106,3145,6953,192537,40171,4046224
4673,63484,0,8939,4118,5611,168503,93991,9065081
1559,115332,0,12745,3198,9405,187378,69481,2034457
1146,100859,0,15112,9460,3709,52330,97281,1868352
1853,58598,1,13454,13738,4806,156634,42702,3654009
3199,141794,1,12191,3744,4653,172042,58099,6088064
1263,81545,1,10003,11951,4468,99704,84425,1837951
4571,116000,1,15046,5090,3288,83342,98188,5891184
2826,41254,1,16079,11944,9992,133372,47192,4729754
958,80164,0,13645,13356,4404,168039,77071,1970194
1191,61552,1,14446,13672,5443,128540,77214,2487836
3072,65128,0,8671,11268,5045,189711,49426,5307573
3039,122245,0,16379,11213,7382,86174,36033,5698318
4669,97482,0,11423,2991,5593,184438,42915,7067639
1318,33512,0,17837,2586,7127,192457,63697,2374098
4750,103654,1,13171,9811,8654,78476,51993,7173612
1018,96887,1,5198,10749,8733,176975,85919,2277103
4970,78378,1,10897,5486,6652,162116,97481,6299822
4491,143121,1,8814,11763,7647,190994,41605,6128509
842,49459,1,10975,11347,7033,125611,50144,1901182
3293,50288,0,12450,10833,8515,147231,23889,5898700
3674,40539,1,5285,6774,7393,92792,68761,6696560
943,112447,1,6151,5883,4939,73086,75387,1414369
4204,40845,1,14422,6186,4293,156617,97961,6660766
2400,76870,0,16124,10056,7938,79334,43321,3988057
2017,106702,0,5257,9976,5747,147567,48541,3913889
4632,43467,1,5775,5193,8598,161689,92928,7005427
2056,111329,0,19992,12598,8746,181063,96485,3597912
597,76436,0,13702,7984,8344,160264,41180,1047195
3361,52031,0,17847,5877,8721,180725,88025,6510990
1544,117080,0,19399,6041,6585,133020,84762,3321934
967,90040,1,5700,4752,5462,69214,35615,1726627
853,137777,1,9236,5185,6510,72657,77824,1635163
571,133789,0,5977,2418,4058,56568,62157,1023406
1875,125297,0,11036,6618,5074,179631,60777,2763730
1575,76943,0,9835,4234,7740,156973,78950,2781243
1745,98815,0,17235,9749,6146,130469,80721,2382637
1523,53116,0,11250,2810,3946,87812,29763,2609228
2320,83168,0,10761,9654,3742,95712,96467,3921761
1489,43018,1,8966,11831,9747,83511,24574,2804111
3048,45740,0,6875,4904,4395,139574,83757,4021313
4962,139790,1,16926,4774,5983,50829,95457,8858879
4221,50320,1,5212,3653,7441,95875,46194,4601130
3607,63812,1,16998,6100,4367,82217,86714,5894888
3075,110018,0,16279,7785,5243,172974,90085,6072905
3546,33439,0,10772,8943,5257,72192,20001,6277399
1248,46696,1,9483,6398,4654,147982,90134,2715185
2199,45948,1,19593,3975,6021,160602,63054,2924406
1101,136811,0,12281,12196,6920,61002,37596,2159307
754,138946,0,14024,12801,7092,105887,45895,1432328
3477,97426,0,12705,8498,6755,188629,77566,4992228
3224,109295,0,5797,14489,7008,50865,60024,4618457
1335,90962,0,5037,7049,5575,189644,50027,1819386
2350,116141,1,16155,11883,5676,53880,91921,4383494
3602,42192,0,14240,7214,8417,184815,56288,6191256
4149,53362,1,18138,9758,5451,80538,91143,5140615
3033,55071,1,12258,6790,7285,153671,50284,5068987
2806,83991,1,14353,2825,8491,143060,24517,3547091
4848,83947,1,15152,7108,3106,72939,45229,6694584
993,97564,0,12376,13961,7763,71105,53682,1293264
3805,56668,1,9156,14284,9587,91210,88596,6537676
1630,111226,1,17398,2429,4320,52970,58828,1997442
4931,141555,0,9353,5913,4408,155309,23587,6556808
4284,125118,0,15064,7804,9671,152959,25144,5762287
2600,32907,1,5134,5721,6459,51490,38658,4786093
4515,128275,0,19395,3381,8429,56605,22293,6787968
4540,98679,0,15428,3755,9855,74633,70385,7415127
2276,104455,0,7383,12941,4217,188550,58775,3219256
2367,117310,0,15864,5671,8869,134268,86460,4031676
3234,37574,0,19330,6600,9807,138345,53512,3981690
3831,137963,1,8072,7487,7904,118346,31598,8044109
3940,39306,0,7773,4911,3062,98445,55015,6185387
709,97213,0,13277,7893,6895,139283,76413,1673454
3613,64811,0,11810,3418,5541,148498,53070,4282012
3229,37681,0,15319,6482,5317,197348,61175,5458789
4569,124076,1,11715,7063,7020,93984,39595,8018479
4932,61714,0,15036,3952,4195,169339,97325,9174680
4700,98650,1,10667,12293,4706,53403,75274,7338804
4261,148854,0,16042,4030,4152,182824,31058,4801701
1647,76421,1,13992,12926,7981,94308,38587,2421392
4281,34853,0,12568,2978,5400,189731,95148,5822979
1790,122955,0,10956,2761,3639,103940,36557,2640808
3614,136399,1,9002,8153,9794,169550,27084,4407199
4378,57462,0,10586,7906,5195,192962,29296,4684182
3200,92165,1,12018,2134,3760,103240,61391,5237712
1173,126641,0,7222,4620,4243,55725,27568,2263264
3475,36599,1,14057,4573,9548,69155,78335,4586879
2871,59446,1,16103,4305,6158,152655,45387,5246968
1256,32341,0,10720,8587,9984,58148,46194,2340262
4796,85471,1,6082,4348,5451,59007,47720,7076387
4837,75012,0,10692,9955,7212,149840,54986,7684352
3401,113029,1,13597,7145,5549,197457,96761,5002444
1987,90925,0,7534,7562,6689,135577,46752,3027608
1467,145938,1,15993,7110,4614,61001,72016,2737889
3512,57217,1,13474,13203,9891,85933,32050,5094828
2852,118392,0,13928,9143,6972,109442,36492,4575473
4909,37408,1,9551,11878,9317,184315,42646,8955261
3343,65841,0,5221,9375,4120,139239,40507,6831970
1382,51754,0,7927,11880,9621,144367,39870,2878861
997,68313,0,12769,6723,6919,109575,65371,2178424
3928,139031,0,14742,8344,3547,174095,64650,7911671
2405,96451,0,6955,13444,4636,193525,50260,3351154
2040,112181,0,13044,2380,7968,73670,38954,4218874
2498,68282,0,16448,12122,5608,71325,38315,3265566
1832,77812,0,5715,12008,4445,188934,85750,3789906
3866,148007,0,6064,8046,6799,63720,64601,6409708
2072,87302,0,12596,14954,6672,55274,94814,4081385
4164,131344,0,9875,13582,4348,166453,75309,8654900
3954,100439,1,13899,3138,7017,90165,20991,7752177
4316,75603,0,11393,8446,7976,125798,74143,8143389
1860,81814,0,7754,2141,4492,118767,98242,2557309
1063,139490,0,16748,6623,6498,161818,52694,2360951
1233,69009,1,18541,7267,7421,100286,47035,1786937
1252,149952,0,10727,3524,5056,78029,52080,2193291
2856,118857,0,10849,7893,6052,84566,32085,4550999
4743,64740,0,7051,11244,8210,156761,68525,7519920
3474,64942,1,13640,8403,3704,128465,87382,6392745
4486,80479,0,13702,14401,5333,107072,83580,6567173
3215,51274,1,12684,4055,8262,174829,75185,5109405
2285,58461,0,12041,5375,5463,139325,25145,4036672
3133,135026,0,13237,9183,7819,197426,51790,5685345
2592,92842,1,17618,5374,9019,115719,78072,4144727
2305,119234,1,11269,14062,3950,94952,70087,2838745
3863,39031,1,14352,8239,4825,98595,71626,5200518
4859,135552,0,14863,14409,7079,91112,48096,9757081
3555,74796,1,12993,6321,8751,84062,77090,7215954
1748,123425,1,6894,14316,8180,117172,34610,3288182
715,123760,0,15046,10779,9437,124935,37279,1168680
4445,85878,0,6166,11539,5387,89505,28562,5097463
4826,46931,0,17872,9286,7974,154063,24077,9668615
2225,75122,1,6449,9338,9962,168048,67954,4604671
3201,107394,0,16441,2033,3185,117714,80203,4801736
1700,92121,0,7397,9941,4254,125056,85567,3094659
4134,92938,1,16740,7424,6608,124421,20810,8282045
2040,89970,0,8506,11266,8258,179172,58045,2677051
1012,117649,0,17184,3544,3881,125885,49341,1973381
4211,125044,1,17181,12372,3775,183507,68876,8593708
4436,68320,1,13469,9533,7897,71730,29939,8447708
2852,99412,1,12261,13455,6947,101638,27553,4032154
4332,117801,1,8956,2527,7757,88423,47137,8828869
4946,88669,1,11473,5258,7285,127333,88617,6379479
1302,66559,0,19020,8327,4607,192486,70236,1934797
1401,114791,1,17228,9360,3352,134487,94240,2009805
4658,135846,1,6473,5155,5086,183690,38721,5683166
2288,30574,0,5477,2895,4096,74326,65806,4213836
2812,31101,1,18887,14194,7117,147560,32020,3938606
2199,47759,1,12317,7513,3712,146357,99218,4527092
3650,125038,0,12820,7080,3030,130089,20915,7079231
1708,68002,0,12910,13950,6361,92239,94975,2195387
3493,115868,0,5509,3526,5883,138729,25687,5647701
3042,109352,0,13948,2603,6949,123921,69168,5617377
2094,102410,0,16162,10994,6149,83147,21493,3763807
3941,78281,0,10934,3085,6514,111674,52900,4612952
2338,44319,1,18658,4080,8895,72580,31072,3369842
4172,115724,0,16540,14780,4460,146968,28253,7051890
3402,141126,0,9126,2142,8480,50678,41830,5643294
2839,116384,0,15190,13604,5018,99771,55213,5455201
2842,68613,0,14592,11577,5773,159450,35238,3296619
999,66499,1,6061,14410,7149,195358,43645,1911998
4127,53909,0,9646,11713,7466,167387,73648,7954380
1344,50781,1,9771,7234,6653,125391,81923,3061230
4163,119807,1,5355,3908,3096,119090,52651,5101834
1560,84942,0,8008,7476,3884,142215,76470,2890610
3181,140018,1,9362,11609,3529,125630,87096,3662478
1920,127172,0,5289,5575,6719,144384,60747,2940983
1249,73314,1,12940,8735,6718,94319,76931,2177451
2447,33750,1,14235,2753,8155,197668,94644,3744537
1545,82286,1,19398,9774,9461,102687,76943,2910415
3911,108660,1,19124,6359,8489,134351,56845,4404978
3974,129603,0,14707,12233,9430,132091,28988,7910465
1726,149294,1,15409,14375,7745,121848,60839,2745286
3473,123177,0,5012,12699,6667,122414,48789,4313964
1869,47270,1,11792,3260,7338,145426,53473,3047193
1538,121670,0,5388,3533,8410,153369,77523,2698403
2287,41999,1,6957,3594,3412,155418,87990,2805338
2152,139481,0,15975,5920,5269,163905,81825,4283995
4867,91128,1,8677,5246,4054,154413,86773,8906426
919,146734,0,19000,3595,4888,103406,65908,1732870
3397,61106,0,8419,5240,6703,138972,70811,4319970
3802,116810,1,15596,9219,3871,95001,99280,7764638
1295,135306,1,18979,5299,8872,52098,27632,2671642
3309,52985,1,17920,9415,6139,134840,59079,4462735
966,35527,1,15107,4379,5832,82787,49884,1970478
1854,85048,1,16434,4935,4505,195583,79166,2527601
772,49841,0,11341,5509,3095,157469,61048,1151742
3249,53941,0,8240,9500,3224,98071,40504,4906951
3989,139796,1,8755,2098,4572,60203,35313,7138922
4368,66066,1,7204,14428,7830,86472,30335,8687094
4151,107126,1,6347,14781,6417,68061,87705,8572010
1455,86654,1,18521,11927,7318,114638,96473,2897258
3909,75332,1,13142,9158,8086,164814,21596,7362659
2419,76947,0,14411,7386,4701,119200,21351,3897761
3432,125958,0,11413,8151,6819,98532,83470,3958244
687,84428,0,16962,3597,9263,66102,76687,1030116
707,138556,1,13253,14170,3137,55925,69285,1787670
573,80678,1,5497,7520,5375,136024,22005,1155288
3119,77300,1,12824,4892,5925,96394,53730,5877529
1549,141206,0,13929,6067,9883,67644,92108,2221343
2381,146838,1,11260,8028,7690,137861,94180,4155720
1014,76249,1,5914,11045,7635,107488,77052,1554209
3828,97692,1,18724,5181,6780,114081,56928,7323195
779,106151,0,15957,11785,5681,72520,56576,1178592
3486,32794,0,9963,11047,8510,63295,70877,6143382
1055,126640,0,8649,4461,7435,152393,98868,1612655
3879,132547,0,19636,7004,4537,92508,71802,7382633
790,118746,0,7374,5079,9968,91586,64423,1484480
3373,78128,0,10659,13204,6337,176944,99509,5148897
3518,98578,1,18626,12602,9225,140587,96720,5179137
2122,118615,1,18237,12615,3865,52311,46632,3933629
4051,102428,1,17039,5647,3397,147002,77180,4860392
4678,34091,0,11876,7939,7809,189667,47394,8982067
3775,49618,0,17809,5973,5405,194593,82293,7004389
2511,128739,0,12444,7446,5847,54294,30051,3686293
3189,61521,0,10922,3973,3180,159884,58876,6605031
582,121569,1,18315,6373,8634,170288,33288,1524726
4495,65140,1,15420,5262,8110,141314,71660,6119244
1147,40396,0,18396,10695,9703,83908,94881,2423212
4746,61857,0,7533,11949,4159,69190,66466,5436872
4192,128415,0,16800,14366,8384,108781,21751,7381181
2257,65802,1,11675,12167,3202,86332,34471,2867091
3839,68342,0,6222,2699,7879,90457,23687,7784860
4157,101424,1,11854,10851,8601,152109,96292,4844729
4710,104824,1,17383,6190,4879,131375,59623,6230582
3652,87326,0,12263,3650,9430,197617,57037,5955355
1225,100585,0,13062,9852,5180,137518,47686,2254237
1607,135664,0,18077,8777,4120,142635,93069,2833595
3325,55872,1,16824,9481,8213,149929,77147,6203290
2701,112877,1,5088,9371,6958,159738,59037,3158268
2340,51215,1,12685,2676,3093,133859,46567,4009425
4848,34968,1,7994,10413,8414,55447,97328,8143866
2995,124198,1,12066,12150,4039,181894,67866,4123391
4444,71053,1,14873,8730,3473,50468,53919,7675719
1324,49150,0,8581,8089,8579,117798,99766,2481834
2234,135129,0,13715,6829,3210,101818,96262,3775329
850,30667,0,19363,7341,9702,162509,98577,1398554
2673,63282,1,11418,12844,5490,188836,99308,4267651
3785,67057,0,19890,8573,3098,198395,35288,5148511
1334,138597,0,13656,5305,7115,117882,78539,2721906
2487,92373,0,17386,2120,3020,184217,73582,4398156
4321,123135,1,13846,9728,8966,194833,98427,5523328
4171,63579,0,13644,14417,9837,157377,40655,6838011
3502,78336,0,5291,5450,3560,125253,43773,6926875
3009,52091,1,12161,11783,6343,66376,25646,5789290
3172,85001,0,18920,13398,8142,198507,28700,6351569
3942,52456,0,8668,13123,3107,70637,26478,7731314
4658,80672,1,19306,8311,7931,55225,44293,5850413
4621,35749,0,6833,13738,9748,96721,52166,8161374
4596,47862,1,8674,10985,8796,157321,41795,7932927
2437,78207,1,6917,9763,5071,161826,41523,2921678
797,146689,0,17588,12314,5823,177993,95627,1873263
2801,117738,1,8613,9257,4771,133289,89163,3844178
4438,55607,0,17070,14920,5500,186365,21580,8808727
2094,81290,0,19509,7730,4642,142376,43060,4141679
3865,91785,0,6209,13588,8660,112290,25998,7095303
3715,98605,0,17317,9439,5162,122216,45133,6601426
4804,79502,0,13442,4122,9537,95544,37154,7301573
3797,48689,1,7668,6232,3951,187875,67829,7248658
1981,119128,1,6463,4308,9001,65353,91260,3999410
4879,118790,0,8284,5283,5667,130645,68471,5696626
4174,83943,1,13535,8007,4608,94817,55160,5915905
3682,142943,0,8925,13818,6733,138752,36817,5195901
4945,64032,0,12146,8753,7873,136993,21171,5812196
3651,93081,0,15585,10989,5643,62179,93184,7494271
4287,146245,0,10781,12825,8523,120502,23221,7110966
2273,149648,1,10613,13748,8722,116953,72604,4085898
1851,85540,0,10216,3567,8108,74864,21049,2762270
1817,137281,0,19871,6311,6173,153350,36683,3573369
4779,36734,0,14540,6880,7361,86754,77607,7282006
2530,60632,0,19679,2363,7178,163857,76636,4738230
711,115826,1,9962,6326,8032,65406,36911,1677732
1774,110175,0,12801,10170,8839,69120,48611,3199101
4762,76614,1,5085,2382,9091,63798,39209,8025503
4114,140702,1,18472,14522,7341,142917,64282,7839613
4234,82585,1,6040,4201,8380,102173,27644,6694770
1685,40499,1,7291,7156,3810,119908,79944,3411224
1374,96201,0,15173,13945,4010,57165,47140,1734727
3963,110402,1,18067,7432,8826,192260,93167,5451910
2985,99193,1,10917,6107,8271,152834,55688,6177926
4870,78341,1,12385,12413,8493,66791,91239,6073377
3898,116068,1,6932,9392,7766,68660,62267,6035132
635,92341,1,11149,4202,4850,122936,27063,1302799
832,142829,0,16202,2518,4141,187825,73825,1606715
1526,109488,0,5380,7097,7723,150014,27429,3156034
3733,60186,1,5778,2235,3706,115299,90418,6909386
2035,138687,1,8306,7157,7030,50825,63045,4058819
2624,102439,0,8455,8063,9272,61312,40951,5455651
2732,133603,1,5123,6393,7076,152056,99142,5898602
4457,80694,0,6083,3267,6908,141707,82167,8753939
3117,46215,1,17788,4170,7294,131687,71638,5258872
1452,122962,1,7057,11707,3766,173660,37786,2346429
3869,129021,0,14162,10073,4100,79985,55969,6962324
3853,147827,1,11739,12537,4470,60684,30850,7878668
2486,32920,1,14641,12169,6497,141220,58182,5313334
3963,63422,0,18995,9018,4694,156996,62903,6709240
664,121243,1,8218,11480,9651,174738,44973,1599635
2491,36328,0,9552,5179,8171,69696,49711,3363948
3205,89119,1,9707,7345,5225,107101,74559,4244104
2239,57798,0,6806,3197,8900,55738,37843,3839644
4759,66579,1,18014,13368,4472,50245,58726,6141844
603,94246,0,15836,5932,8355,123828,36216,1125806
4715,128172,0,10670,8481,9006,183928,29302,7407052
1627,109973,0,12666,11909,4189,155449,83745,3522427
863,146437,1,8669,3628,8670,57787,27112,2058936
2069,90554,1,14720,9798,4888,102152,84489,2986855
868,78515,0,17574,14408,9142,109037,95167,1306403
4449,36111,1,17494,4901,7393,157564,49397,5822360
4257,40919,0,19235,11743,7475,164944,30257,6740481
3897,113001,1,9645,4988,3166,67510,64457,7310783
4730,85926,0,16519,10735,6625,59307,44188,7422316
2592,107911,1,7739,10615,5409,75836,60126,5378323
2015,57617,1,7958,5417,7936,168867,83597,3730784
1094,100899,1,12186,10146,6525,140643,65142,2058658
1945,92530,1,12330,13369,7599,96102,85288,3850437
4122,106069,1,15193,2993,8736,103246,65274,8454668
1265,33201,1,5713,11723,5806,164670,55809,2063366
3716,36998,1,12950,5003,7552,65219,97448,5063070
1840,56663,1,14073,14578,3858,96029,88752,2606526
2086,68099,0,15839,6426,3924,130645,27940,3456230
4150,139255,0,16438,5515,7803,178635,28589,6469409
1133,46674,0,7999,3572,4688,90844,98545,1665414
958,36960,1,13434,7653,4807,184690,34999,2031898
2972,68506,1,13851,3932,5232,183212,97256,4328307
2180,98959,0,5996,2911,3417,76917,82110,4099523
2393,106894,0,5970,13993,3714,183852,86238,4801120
2615,33499,0,12944,6411,5824,162044,51897,5152660
1008,54557,0,6540,13916,7890,71077,37919,1347536
1235,75854,0,5650,7846,8036,193801,73507,1977528
3251,119724,0,11246,14222,3122,134597,49830,5287790
2671,51952,0,10978,8815,6308,136637,60578,5204825
3343,112763,0,16009,9850,6515,169899,48584,5047355
791,143277,0,8763,8303,9130,160279,27902,1670609
2418,112833,0,14461,13503,9747,146919,33204,3847777
1311,50823,1,7195,9013,4450,50462,70235,1642002
